table_id,molecule,type_name,method,base,benchmark_metric,minao,1e,atom,huckel,vsap,time
6,hs, Non-neutral and/or non-singlet molecules,HF,pcseg-0,f-score,0.9343297347135368,0.7727439629922871,0.9361645721389488,0.9426629977222241,0.9343297347135368,0.17586803436279297
6,s2, Non-neutral and/or non-singlet molecules,HF,pcseg-0,f-score,0.9481705385826866,0.79741309189046,0.950802143755526,0.9983042888273609,0.9481705385826866,0.18373513221740723
2,ch, Non-neutral and/or non-singlet molecules,HF,STO-3G,f-score,0.8057780342801463,0.793896347303778,0.803138648995023,0.906109270941359,0.8057780342801463,0.18020844459533691
2,cn, Non-neutral and/or non-singlet molecules,HF,STO-3G,f-score,0.8586738306139257,0.7831790914906764,0.8544306049273148,0.8067451424621513,0.8586738306139257,0.23245835304260254
2,Cu(acac)2, Non-neutral and/or non-singlet molecules,HF,STO-3G,f-score,0.9038842612333614,0.7449715033897822,0.9006945063419812,0.8407996867550865,0.9038842612333614,52.46653127670288
2,cch, Non-neutral and/or non-singlet molecules,HF,STO-3G,f-score,0.8560603459114821,0.7663635420219334,0.8493551537972605,0.6967716212609916,0.8560603459114821,0.2428267002105713
2,t-hooo, Non-neutral and/or non-singlet molecules,HF,STO-3G,f-score,0.8871947190335361,0.8035529714495587,0.8880301255457006,0.9451272918155579,0.8871947190335361,0.20593976974487305
2,h2cn, Non-neutral and/or non-singlet molecules,HF,STO-3G,f-score,0.8687477063538838,0.7094817401926449,0.8629427761171136,0.8527516928734518,0.8687477063538838,0.20655369758605957
2,ch2ch, Non-neutral and/or non-singlet molecules,HF,STO-3G,f-score,0.8695096831129784,0.7063779738155733,0.8598451377329325,0.7742700771792252,0.8695096831129784,0.18703436851501465
2,hcnh, Non-neutral and/or non-singlet molecules,HF,STO-3G,f-score,0.8727179526330475,0.7475242742036796,0.8671691213397281,0.8647123677662257,0.8727179526330475,0.2180631160736084
2,h2ccn, Non-neutral and/or non-singlet molecules,HF,STO-3G,f-score,0.878540528712235,0.6828536765173975,0.8714190703637981,0.8141310699994999,0.878540528712235,0.21761393547058105
2,no2, Non-neutral and/or non-singlet molecules,HF,STO-3G,f-score,0.8953154495107646,0.7704556029499076,0.8964993979775262,0.9066207638825877,0.8953154495107646,0.24466490745544434
2,bn3pi, Non-neutral and/or non-singlet molecules,HF,STO-3G,f-score,0.8261142346178455,0.7436977018642843,0.8242163057964593,0.7892424935337842,0.8261142346178455,0.1972672939300537
2,ch3nh, Non-neutral and/or non-singlet molecules,HF,STO-3G,f-score,0.8772725010730142,0.7233910497001639,0.869784043452388,0.8911418916412123,0.8772725010730142,0.19775938987731934
2,c-hooo, Non-neutral and/or non-singlet molecules,HF,STO-3G,f-score,0.8897436355483926,0.7988275625687156,0.8904628637410692,0.9468712231798295,0.8897436355483926,0.3092372417449951
2,so, Non-neutral and/or non-singlet molecules,HF,STO-3G,f-score,0.9190707234526578,0.8868187372438533,0.9234134625718902,0.967097327331837,0.9190707234526578,0.2128305435180664
2,n2h, Non-neutral and/or non-singlet molecules,HF,STO-3G,f-score,0.8726061430745042,0.7248923870294051,0.8711675438364098,0.8513033278017644,0.8726061430745042,0.17577672004699707
2,no, Non-neutral and/or non-singlet molecules,HF,STO-3G,f-score,0.8820973613621989,0.7872311867827421,0.8829776789911624,0.8988093447042926,0.8820973613621989,0.23043084144592285
2,V(NMe2)4, Non-neutral and/or non-singlet molecules,HF,STO-3G,f-score,0.8948515295902787,0.6848667879828161,0.8853839594240318,0.8664018796981189,0.8948515295902787,6.318263292312622
2,allyl, Non-neutral and/or non-singlet molecules,HF,STO-3G,f-score,0.8840915549137821,0.6849389107608594,0.8730947486915568,0.8095333409416902,0.8840915549137821,0.20499110221862793
2,ch2nh2, Non-neutral and/or non-singlet molecules,HF,STO-3G,f-score,0.8852922815022345,0.7419033114560929,0.8783382428103572,0.9108589355427552,0.8852922815022345,0.19886469841003418
2,clo, Non-neutral and/or non-singlet molecules,HF,STO-3G,f-score,0.9338301634449508,0.9297339083434011,0.9401952352810862,0.9970182284974252,0.9338301634449508,0.19146156311035156
2,hco, Non-neutral and/or non-singlet molecules,HF,STO-3G,f-score,0.8834300081536764,0.7839601301143752,0.8795222704589799,0.8954069816431246,0.8834300081536764,0.20083951950073242
2,h2no, Non-neutral and/or non-singlet molecules,HF,STO-3G,f-score,0.8887997150472015,0.774742424892608,0.8890078989249133,0.9133023012360904,0.8887997150472015,0.19080543518066406
2,cyclopropyl, Non-neutral and/or non-singlet molecules,HF,STO-3G,f-score,0.8856541148346788,0.6706989307782736,0.8741365129572253,0.7863277174594703,0.8856541148346788,0.19465303421020508
2,ch2-trip, Non-neutral and/or non-singlet molecules,HF,STO-3G,f-score,0.8327658806874959,0.8448638112989907,0.8259408485351319,0.9274477191932858,0.8327658806874959,0.1648387908935547
2,hoo, Non-neutral and/or non-singlet molecules,HF,STO-3G,f-score,0.8855536651426757,0.8129986787371095,0.887463736224014,0.9775603801615155,0.8855536651426757,0.16946983337402344
2,nh2, Non-neutral and/or non-singlet molecules,HF,STO-3G,f-score,0.8576302211223711,0.7452520916689753,0.8550465796916101,0.964607683146637,0.8576302211223711,0.16374778747558594
2,s2, Non-neutral and/or non-singlet molecules,HF,STO-3G,f-score,0.9380211628940995,0.9205348108365252,0.9410658190697178,0.9657260439880274,0.9380211628940995,0.18874382972717285
2,Ti(BH4)3, Non-neutral and/or non-singlet molecules,HF,STO-3G,f-score,0.903463681643536,0.636836692694771,0.8899144967712536,0.8643411568515724,0.903463681643536,0.6586582660675049
2,o2, Non-neutral and/or non-singlet molecules,HF,STO-3G,f-score,0.8849010572753641,0.8470264279426414,0.8888874669132152,0.9345757608705862,0.8849010572753641,0.16983962059020996
2,ch3, Non-neutral and/or non-singlet molecules,HF,STO-3G,f-score,0.867120631546463,0.7838184822493466,0.8574078432029677,0.880265794724212,0.867120631546463,0.16150832176208496
2,sif, Non-neutral and/or non-singlet molecules,HF,STO-3G,f-score,0.9265339011210021,0.9136801858981667,0.9313874361780728,0.9780598198801289,0.9265339011210021,0.18480324745178223
2,cf, Non-neutral and/or non-singlet molecules,HF,STO-3G,f-score,0.8978813823616436,0.8097528979096082,0.9005007683496994,0.9100838034814723,0.8978813823616436,0.18381810188293457
2,ssh, Non-neutral and/or non-singlet molecules,HF,STO-3G,f-score,0.9405631938344495,0.8939844236420549,0.9417918159684392,0.9645494522225753,0.9405631938344495,0.186629056930542
2,oh, Non-neutral and/or non-singlet molecules,HF,STO-3G,f-score,0.8647635304926262,0.9202794877889906,0.867634017021596,0.930285360172609,0.8647635304926262,0.15558505058288574
2,sih, Non-neutral and/or non-singlet molecules,HF,STO-3G,f-score,0.9059716291968556,0.8687527857380748,0.9077054103424465,0.9106976777038729,0.9059716291968556,0.16686558723449707
2,nh, Non-neutral and/or non-singlet molecules,HF,STO-3G,f-score,0.8231818608295498,0.9131960364224876,0.8231597353580455,0.994855306823258,0.8231818608295498,0.15468192100524902
2,hs, Non-neutral and/or non-singlet molecules,HF,STO-3G,f-score,0.9250909656842478,0.9411003056693045,0.9286649493338763,0.9954113384554768,0.9250909656842478,0.1630573272705078
2,ch,     Non-neutral and/or non-singlet molecules,revTPSSh,pcseg-1,f-score,0.8064863943186795,0.664669207561654,0.8077339446237845,0.9103367416474749,0.8064863943186795,0.2047441005706787
2,bn3pi,     Non-neutral and/or non-singlet molecules,revTPSSh,pcseg-1,f-score,0.8310782329776704,0.6605807359508801,0.8352482416089676,0.8925567101304286,0.8310782329776704,0.23540234565734863
2,cyclopropyl,     Non-neutral and/or non-singlet molecules,revTPSSh,pcseg-1,f-score,0.8846514734346878,0.5820884739419935,0.8902605522265595,0.9430570927569556,0.8846514734346878,1.145310640335083
2,no,     Non-neutral and/or non-singlet molecules,revTPSSh,pcseg-1,f-score,0.8866955580902783,0.6845886105942458,0.8904385367455796,0.9730296338008763,0.8866955580902783,0.24907517433166504
2,Cu(acac)2,     Non-neutral and/or non-singlet molecules,revTPSSh,pcseg-1,f-score,,,,,,
2,Ti(BH4)3,     Non-neutral and/or non-singlet molecules,revTPSSh,pcseg-1,f-score,0.9054677299977042,0.5183840137495,0.9114923225579383,0.9491315469665529,0.9054677299977042,11.960594892501831
2,allyl,     Non-neutral and/or non-singlet molecules,revTPSSh,pcseg-1,f-score,0.8837753208087571,0.6072935254871096,0.8900047083788007,0.9479848060227279,0.8837753208087571,1.1068356037139893
2,ch2ch,     Non-neutral and/or non-singlet molecules,revTPSSh,pcseg-1,f-score,0.870595488337617,0.6366330057253663,0.8762415122744878,0.9421993323882135,0.870595488337617,0.3235011100769043
2,V(NMe2)4,     Non-neutral and/or non-singlet molecules,revTPSSh,pcseg-1,f-score,,,,,,
2,ch3nh,     Non-neutral and/or non-singlet molecules,revTPSSh,pcseg-1,f-score,0.8765576496842489,0.6186916432986181,0.8813629072629395,0.9594426154704664,0.8765576496842489,0.43839335441589355
2,ch2nh2,     Non-neutral and/or non-singlet molecules,revTPSSh,pcseg-1,f-score,0.8831496133892599,0.638353822974063,0.8881062763597962,0.9617866297924257,0.8831496133892599,0.46377015113830566
2,cch,     Non-neutral and/or non-singlet molecules,revTPSSh,pcseg-1,f-score,0.8476849740981245,0.6807331780534045,0.8541853187219649,0.8764271821857633,0.8476849740981245,0.23999428749084473
2,ch3,     Non-neutral and/or non-singlet molecules,revTPSSh,pcseg-1,f-score,0.8661955011995526,0.679687070962811,0.8681813190696172,0.9544672516120182,0.8661955011995526,0.21161675453186035
2,clo,     Non-neutral and/or non-singlet molecules,revTPSSh,pcseg-1,f-score,0.9397144166330693,0.7968243154885178,0.9412492706812812,0.9762168490507426,0.9397144166330693,0.273484468460083
2,h2cn,     Non-neutral and/or non-singlet molecules,revTPSSh,pcseg-1,f-score,0.8697961140181766,0.6343335272855352,0.8748235581892513,0.9390308956277416,0.8697961140181766,0.3229377269744873
2,h2ccn,     Non-neutral and/or non-singlet molecules,revTPSSh,pcseg-1,f-score,0.8788997627998031,0.6335975005568774,0.8857619632211674,0.9304852943778605,0.8788997627998031,0.5724186897277832
2,cf,     Non-neutral and/or non-singlet molecules,revTPSSh,pcseg-1,f-score,0.905455870008858,0.7359825213904453,0.9067364237123503,0.927677051713989,0.905455870008858,0.23541545867919922
2,hcnh,     Non-neutral and/or non-singlet molecules,revTPSSh,pcseg-1,f-score,0.8737614171249991,0.6519414318947536,0.8802009286659422,0.8952914055430253,0.8737614171249991,0.3180046081542969
2,cn,     Non-neutral and/or non-singlet molecules,revTPSSh,pcseg-1,f-score,0.8458619483125709,0.6930012403165604,0.8528491953142309,0.8507745991141066,0.8458619483125709,0.2654297351837158
2,ch2-trip,     Non-neutral and/or non-singlet molecules,revTPSSh,pcseg-1,f-score,0.8335501901455491,0.7263816320044226,0.8346901914357537,0.9599261613563582,0.8335501901455491,0.19250130653381348
2,so,     Non-neutral and/or non-singlet molecules,revTPSSh,pcseg-1,f-score,0.9261492265474406,0.8020386978860553,0.9272778438469634,0.989637146359076,0.9261492265474406,0.26817893981933594
2,h2no,     Non-neutral and/or non-singlet molecules,revTPSSh,pcseg-1,f-score,0.8927052160378538,0.6783275985362213,0.8965711086576251,0.9523205560349638,0.8927052160378538,0.30932068824768066
2,nh2,     Non-neutral and/or non-singlet molecules,revTPSSh,pcseg-1,f-score,0.8556964346463842,0.6353712987042505,0.8588996447532037,0.982971420268475,0.8556964346463842,0.1885819435119629
2,hco,     Non-neutral and/or non-singlet molecules,revTPSSh,pcseg-1,f-score,0.8905466389605355,0.6820733996407882,0.892775899450723,0.9472320406066848,0.8905466389605355,0.265392541885376
2,n2h,     Non-neutral and/or non-singlet molecules,revTPSSh,pcseg-1,f-score,0.8725735811283845,0.6238138573857019,0.8792232262292077,0.8826644672396238,0.8725735811283845,0.25235533714294434
2,t-hooo,     Non-neutral and/or non-singlet molecules,revTPSSh,pcseg-1,f-score,0.894056951643209,0.6879692397037503,0.8974942667127496,0.968528120976383,0.894056951643209,0.6571297645568848
2,c-hooo,     Non-neutral and/or non-singlet molecules,revTPSSh,pcseg-1,f-score,0.8965200473906372,0.685345602690596,0.9003801651346863,0.9761930154948919,0.8965200473906372,0.5939357280731201
2,sif,     Non-neutral and/or non-singlet molecules,revTPSSh,pcseg-1,f-score,0.9347517371606249,0.8050129197205128,0.9342351651034144,0.9568631251724333,0.9347517371606249,0.2561371326446533
2,hoo,     Non-neutral and/or non-singlet molecules,revTPSSh,pcseg-1,f-score,0.8928009619006468,0.6874179353163739,0.8956520021980062,0.9803750179260159,0.8928009619006468,0.258181095123291
2,oh,     Non-neutral and/or non-singlet molecules,revTPSSh,pcseg-1,f-score,0.8718014017771,0.7176401608201769,0.871578308977089,0.9193940543173438,0.8718014017771,0.1757514476776123
2,no2,     Non-neutral and/or non-singlet molecules,revTPSSh,pcseg-1,f-score,0.9045526647368077,0.6783766482130915,0.9095511813029487,0.9278689791942462,0.9045526647368077,0.32224440574645996
2,ssh,     Non-neutral and/or non-singlet molecules,revTPSSh,pcseg-1,f-score,0.948022198537383,0.8300359064062705,0.9487357496370643,0.9888347230051551,0.948022198537383,0.3479759693145752
2,s2,     Non-neutral and/or non-singlet molecules,revTPSSh,pcseg-1,f-score,0.9470211125534471,0.854809115193926,0.9478493944158575,0.9945346263659385,0.9470211125534471,0.2744576930999756
2,nh,     Non-neutral and/or non-singlet molecules,revTPSSh,pcseg-1,f-score,0.8232374122300303,0.7677803023024516,0.8248199705968892,0.989090581910803,0.8232374122300303,0.1795213222503662
2,sih,     Non-neutral and/or non-singlet molecules,revTPSSh,pcseg-1,f-score,0.9120366819245069,0.849648495561953,0.9124700677022223,0.9338054028031619,0.9120366819245069,0.20126008987426758
2,hs,     Non-neutral and/or non-singlet molecules,revTPSSh,pcseg-1,f-score,0.9337695653205883,0.8537002912525143,0.9341368787218995,0.9931210816904953,0.9337695653205883,0.20298528671264648
2,o2,     Non-neutral and/or non-singlet molecules,revTPSSh,pcseg-1,f-score,0.8939974732377374,0.7057536545983575,0.897131045780775,0.9927760228534485,0.8939974732377374,0.1873917579650879
3,Mn(NO)3CO, Neutral singlet molecules,HF,aug-pcseg-2,f-score,,,,,,
3,Ni(C5H5)NO, Neutral singlet molecules,HF,aug-pcseg-2,f-score,,,,,,
3,Mn(C5H5)(CO)3, Neutral singlet molecules,HF,aug-pcseg-2,f-score,,,,,,
3,b2h6, Neutral singlet molecules,HF,aug-pcseg-2,f-score,0.8943471463659889,0.5040765334184342,0.8885048911455656,0.9317897326195034,0.8943471463659889,49.540881633758545
3,Fe(C4H4)(CO)3, Neutral singlet molecules,HF,aug-pcseg-2,f-score,,,,,,
3,ED14, Neutral singlet molecules,HF,aug-pcseg-2,f-score,,,,,,
3,Fe(CO)2(NO)2, Neutral singlet molecules,HF,aug-pcseg-2,f-score,,,,,,
3,MnCp(CO)3, Neutral singlet molecules,HF,aug-pcseg-2,f-score,,,,,,
3,Fe(CO)3(tmm), Neutral singlet molecules,HF,aug-pcseg-2,f-score,,,,,,
3,Mn(CO)5CN, Neutral singlet molecules,HF,aug-pcseg-2,f-score,,,,,,
3,Fe(C4H6)(CO)3, Neutral singlet molecules,HF,aug-pcseg-2,f-score,,,,,,
3,Cr(C6H6)(CO)3, Neutral singlet molecules,HF,aug-pcseg-2,f-score,,,,,,
3,c2h6, Neutral singlet molecules,HF,aug-pcseg-2,f-score,0.8902344831213517,0.5557829071419922,0.8917863766047733,0.9483186798469162,0.8902344831213517,48.13917064666748
3,ch4, Neutral singlet molecules,HF,aug-pcseg-2,f-score,0.8867496238762466,0.5899955972209596,0.8883232326336716,0.9466986396988549,0.8867496238762466,6.912801742553711
3,PR04, Neutral singlet molecules,HF,aug-pcseg-2,f-score,,,,,,
3,Fe(CO)4(C2H4), Neutral singlet molecules,HF,aug-pcseg-2,f-score,,,,,,
3,tetrahedrane, Neutral singlet molecules,HF,aug-pcseg-2,f-score,,,,,,
3,PR05, Neutral singlet molecules,HF,aug-pcseg-2,f-score,,,,,,
3,propene, Neutral singlet molecules,HF,aug-pcseg-2,f-score,,,,,,
3,Co(C3H5)(CO)3, Neutral singlet molecules,HF,aug-pcseg-2,f-score,,,,,,
3,cyclopropane, Neutral singlet molecules,HF,aug-pcseg-2,f-score,,,,,,
3,ED04, Neutral singlet molecules,HF,aug-pcseg-2,f-score,,,,,,
3,Fe(C2H4)(CO)4, Neutral singlet molecules,HF,aug-pcseg-2,f-score,,,,,,
3,propane, Neutral singlet molecules,HF,aug-pcseg-2,f-score,,,,,,
3,cyclobutene, Neutral singlet molecules,HF,aug-pcseg-2,f-score,,,,,,
3,ED15, Neutral singlet molecules,HF,aug-pcseg-2,f-score,,,,,,
3,Ni(C3H5)2, Neutral singlet molecules,HF,aug-pcseg-2,f-score,,,,,,
3,n-butane, Neutral singlet molecules,HF,aug-pcseg-2,f-score,,,,,,
3,cyclopropene, Neutral singlet molecules,HF,aug-pcseg-2,f-score,0.8873931994646757,0.5596195357710074,0.8882787165539535,0.950634277797646,0.8873931994646757,55.60101270675659
3,VCp(CO)4, Neutral singlet molecules,HF,aug-pcseg-2,f-score,,,,,,
3,oxetane, Neutral singlet molecules,HF,aug-pcseg-2,f-score,,,,,,
3,cyclobutane, Neutral singlet molecules,HF,aug-pcseg-2,f-score,,,,,,
3,n-pentane, Neutral singlet molecules,HF,aug-pcseg-2,f-score,,,,,,
3,c2h4, Neutral singlet molecules,HF,aug-pcseg-2,f-score,0.8855895254400079,0.5230099484064201,0.8888065469762515,0.9506152257876528,0.8855895254400079,24.135364770889282
3,ch3nh2, Neutral singlet molecules,HF,aug-pcseg-2,f-score,0.889028979981911,0.5805611514519246,0.8918953392880665,0.9592614171133391,0.889028979981911,35.60378813743591
3,Mn(CO)4NO, Neutral singlet molecules,HF,aug-pcseg-2,f-score,,,,,,
3,ethanol, Neutral singlet molecules,HF,aug-pcseg-2,f-score,,,,,,
3,cyclopentadiene, Neutral singlet molecules,HF,aug-pcseg-2,f-score,,,,,,
3,Cr(NO)4, Neutral singlet molecules,HF,aug-pcseg-2,f-score,,,,,,
3,propyne, Neutral singlet molecules,HF,aug-pcseg-2,f-score,0.886544100928435,0.5670838620162586,0.8900058415777844,0.9499248340463808,0.886544100928435,49.536107301712036
3,PR14, Neutral singlet molecules,HF,aug-pcseg-2,f-score,,,,,,
3,ED05, Neutral singlet molecules,HF,aug-pcseg-2,f-score,,,,,,
3,t-butadiene, Neutral singlet molecules,HF,aug-pcseg-2,f-score,,,,,,
3,cyclobutadiene, Neutral singlet molecules,HF,aug-pcseg-2,f-score,,,,,,
3,FeCp2, Neutral singlet molecules,HF,aug-pcseg-2,f-score,,,,,,
3,Fe(C5Me5)(P5), Neutral singlet molecules,HF,aug-pcseg-2,f-score,,,,,,
3,allene, Neutral singlet molecules,HF,aug-pcseg-2,f-score,0.8866997225378722,0.5597458143478214,0.8906293712947584,0.9506564061577982,0.8866997225378722,57.42124009132385
3,borole, Neutral singlet molecules,HF,aug-pcseg-2,f-score,,,,,,
3,PMe3, Neutral singlet molecules,HF,aug-pcseg-2,f-score,,,,,,
3,beta-lactim, Neutral singlet molecules,HF,aug-pcseg-2,f-score,,,,,,
3,PR15, Neutral singlet molecules,HF,aug-pcseg-2,f-score,,,,,,
3,silole, Neutral singlet molecules,HF,aug-pcseg-2,f-score,,,,,,
3,PR40, Neutral singlet molecules,HF,aug-pcseg-2,f-score,,,,,,
3,ch2c, Neutral singlet molecules,HF,aug-pcseg-2,f-score,0.8671711973842161,0.6176076605717058,0.8705360158551129,0.9549007068011831,0.8671711973842161,6.528030872344971
3,Ni(acac)2, Neutral singlet molecules,HF,aug-pcseg-2,f-score,,,,,,
3,ED28, Neutral singlet molecules,HF,aug-pcseg-2,f-score,,,,,,
3,c2h5f, Neutral singlet molecules,HF,aug-pcseg-2,f-score,,,,,,
3,ED27, Neutral singlet molecules,HF,aug-pcseg-2,f-score,,,,,,
3,furan, Neutral singlet molecules,HF,aug-pcseg-2,f-score,,,,,,
3,Co(CO)3(NO), Neutral singlet molecules,HF,aug-pcseg-2,f-score,,,,,,
3,pyrrole, Neutral singlet molecules,HF,aug-pcseg-2,f-score,,,,,,
3,Sc(acac)3, Neutral singlet molecules,HF,aug-pcseg-2,f-score,,,,,,
3,ED40a, Neutral singlet molecules,HF,aug-pcseg-2,f-score,,,,,,
3,PR12, Neutral singlet molecules,HF,aug-pcseg-2,f-score,,,,,,
3,oxirane, Neutral singlet molecules,HF,aug-pcseg-2,f-score,,,,,,
3,PR02, Neutral singlet molecules,HF,aug-pcseg-2,f-score,,,,,,
3,Cr(C6H6)2, Neutral singlet molecules,HF,aug-pcseg-2,f-score,,,,,,
3,acetaldehyde, Neutral singlet molecules,HF,aug-pcseg-2,f-score,,,,,,
3,benzene, Neutral singlet molecules,HF,aug-pcseg-2,f-score,,,,,,
3,Fe(CO)5, Neutral singlet molecules,HF,aug-pcseg-2,f-score,,,,,,
3,PCy3, Neutral singlet molecules,HF,aug-pcseg-2,f-score,,,,,,
3,ch3ph2, Neutral singlet molecules,HF,aug-pcseg-2,f-score,0.9219136533062265,0.5068176422453444,0.9234573265632783,0.9711134390150465,0.9219136533062265,45.95623326301575
3,ED31, Neutral singlet molecules,HF,aug-pcseg-2,f-score,,,,,,
3,ED30, Neutral singlet molecules,HF,aug-pcseg-2,f-score,,,,,,
